Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2019-11-15 12:43:26,Other,PIT LANE ENTRY CLEAR,,,,,,
2019-11-15 12:43:38,Other,PIT LANE ENTRY CLEAR,,,,,,
2019-11-15 12:45:09,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 100%,,,,,,
2019-11-15 12:45:09,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 100%,,,,,,
2019-11-15 12:51:22,Other,SESSION WILL START ON TIME AT 11:00,,,,,,
2019-11-15 12:51:34,Other,WET TRACK,,,,,,
2019-11-15 12:51:37,Drs,DRS DISABLED,DISABLED,,,,,
2019-11-15 12:51:40,Other,LOW GRIP CONDITIONS,,,,,,
2019-11-15 13:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-11-15 13:03:44,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 15,,,,,,
2019-11-15 13:03:45,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 9,,,,,,
2019-11-15 13:03:58,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,
2019-11-15 13:04:04,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,
2019-11-15 14:10:51,Drs,DRS ENABLED,ENABLED,,,,,
2019-11-15 14:26:18,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,
2019-11-15 14:26:25,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,
2019-11-15 14:26:34,CarEvent,CAR 33 (VER) SPUN AND CONTINUED AT TURN 1,,,,,33,
2019-11-15 14:26:40,Flag,YELLOW IN TRACK SECTOR 13,,YELLOW,Sector,13.0,,
2019-11-15 14:27:08,Flag,RED FLAG,,RED,Track,,,
2019-11-15 14:27:09,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,
2019-11-15 14:27:36,Other,MEDICAL CAR DEPLOYED,,,,,,
2019-11-15 14:28:38,Other,SESSION WILL NOT BE RESTARTED,,,,,,
2019-11-15 14:32:25,Flag,TRACK CLEAR,,CLEAR,Track,,,
