Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2021-12-10 12:47:52,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 0%,,,,,,
2021-12-10 13:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-12-10 13:06:59,CarEvent,CAR 33 (VER) MISSED THE APEX OF TURN 7,,,,,33,
2021-12-10 13:07:19,Other,CORRECTION - CAR 44 (HAM) MISSED THE APEX OF TURN 7,,,,,,
2021-12-10 13:07:54,Other,CAR 44 (HAM) TIME 2:57.900 DELETED - TRACK LIMITS AT TURN 7,,,,,,
2021-12-10 13:08:51,Other,CAR 4 (NOR) TIME 1:25.072 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:09:49,Other,CAR 33 (VER) TIME 1:24.989 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:11:12,CarEvent,CAR 44 (HAM) MISSED THE APEX OF TURN 7,,,,,44,
2021-12-10 13:11:46,Other,CAR 33 (VER) TIME 2:21.507 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:12:24,Other,CAR 44 (HAM) TIME 3:02.779 DELETED - TRACK LIMITS AT TURN 7,,,,,,
2021-12-10 13:12:33,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,
2021-12-10 13:12:40,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,
2021-12-10 13:13:25,Other,CAR 16 (LEC) TIME 1:25.104 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:14:05,Other,CAR 7 (RAI) TIME 1:42.531 DELETED - DOUBLE YELLOW AT TURN 12,,,,,,
2021-12-10 13:14:41,Other,CAR 7 (RAI) TIME 1:26.150 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:15:13,Other,CAR 55 (SAI) TIME 2:32.761 DELETED - TRACK LIMITS AT TURN 7,,,,,,
2021-12-10 13:22:59,CarEvent,CAR 55 (SAI) MISSED THE APEX OF TURN 7,,,,,55,
2021-12-10 13:23:08,Other,CAR 14 (ALO) TIME 1:24.225 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:25:30,Other,CAR 14 (ALO) TIME 2:25.980 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:34:51,Other,CAR 3 (RIC) TIME 1:24.812 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:45:02,Flag,YELLOW IN TRACK SECTOR 20,,YELLOW,Sector,20.0,,
2021-12-10 13:45:03,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,
2021-12-10 13:45:54,Other,CAR 9 (MAZ) TIME 1:34.020 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:47:05,Other,CAR 9 (MAZ) TIME 1:46.154 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:50:07,Other,CAR 16 (LEC) TIME 1:29.668 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:50:19,Other,CAR 9 (MAZ) TIME 1:32.311 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:51:19,Other,CAR 16 (LEC) TIME 1:29.439 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:51:51,Other,CAR 9 (MAZ) TIME 1:32.371 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:53:03,Other,CAR 5 (VET) TIME 1:30.219 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 13:53:30,CarEvent,CAR 77 (BOT) OFF TRACK AND CONTINUED AT TURN 1,,,,,77,
2021-12-10 13:54:06,Other,CAR 5 (VET) TIME 1:31.445 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-12-10 14:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-12-10 14:00:11,Other,FIRST CAR TO TAKE THE FLAG - CAR 47 (MSC),,,,,,
2021-12-10 14:00:16,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,,
2021-12-10 14:00:31,Flag,RED FLAG,,RED,Track,,,
2021-12-10 14:00:31,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
2021-12-10 14:10:11,Flag,TRACK CLEAR,,CLEAR,Track,,,
2021-12-10 14:18:31,Other,RISK OF RAIN FOR F2 QUALIFYING SESSION IS 0%,,,,,,
