Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2022-09-02 14:04:40,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,,
2022-09-02 14:10:27,Other,FREE PRACTICE 2 WILL START AT 16:15,,,,,,
2022-09-02 14:14:13,Other,F1 DRIVERS MEETING WILL START AT 18:45,,,,,,
2022-09-02 14:15:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-09-02 14:23:51,CarEvent,CAR 20 (MAG) MISSED THE APEX OF TURN 11,,,,,20,
2022-09-02 14:42:12,Other,TURN 9 INCIDENT INVOLVING CARS 11 (PER) AND 55 (SAI) NOTED - IMPEDING,,,,,,
2022-09-02 14:45:31,Other,FIA STEWARDS: TURN 9 INCIDENT INVOLVING CARS 11 (PER) AND 55 (SAI) REVIEWED NO FURTHER INVESTIGATION - IMPEDING,,,,,,
2022-09-02 14:57:14,CarEvent,CAR 5 (VET) MISSED THE APEX OF TURN 12,,,,,5,
2022-09-02 14:58:06,CarEvent,CAR 55 (SAI) MISSED THE APEX OF TURN 12,,,,,55,
2022-09-02 15:02:20,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,
2022-09-02 15:02:21,Flag,YELLOW IN TRACK SECTOR 13,,YELLOW,Sector,13.0,,
2022-09-02 15:02:37,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,
2022-09-02 15:02:50,Flag,RED FLAG,,RED,Track,,,
2022-09-02 15:02:50,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
2022-09-02 15:02:50,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,
2022-09-02 15:09:22,Other,SESSION WILL RESUME AT 17:11,,,,,,
2022-09-02 15:09:37,Flag,TRACK CLEAR,,CLEAR,Track,,,
2022-09-02 15:09:39,Drs,DRS ENABLED,ENABLED,,,,,
2022-09-02 15:11:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-09-02 15:15:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2022-09-02 15:15:31,Other,FIRST CAR TO TAKE THE FLAG - CAR 1 (VER),,,,,,
2022-09-02 15:29:11,Other,SESSION WILL START AT 17:45,,,,,,
2022-09-02 15:33:58,Other,SESSION WILL START AT 17:45,,,,,,
