Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
61.265,19.6,78.0,1013.0,False,43.0,249,0.6
121.265,19.6,77.0,1013.0,False,43.3,71,1.1
181.264,19.6,77.0,1013.2,False,43.2,227,0.8
241.263,19.6,77.0,1013.2,False,43.3,26,1.1
301.278,19.6,77.0,1013.0,False,43.3,288,1.8
361.293,19.8,78.0,1013.0,False,43.3,0,1.1
421.292,19.8,77.0,1013.0,False,43.5,314,0.8
481.292,19.9,77.0,1013.0,False,43.6,256,1.0
541.307,20.0,77.0,1013.0,False,43.9,293,1.3
601.322,20.0,77.0,1013.0,False,43.9,286,1.3
661.337,20.1,76.0,1013.0,False,44.1,277,0.6
721.336,20.1,75.0,1013.0,False,44.2,9,1.0
781.335,20.1,76.0,1013.0,False,44.2,266,1.3
841.335,20.1,76.0,1013.0,False,44.2,105,1.0
901.35,20.1,77.0,1013.0,False,44.4,266,0.8
961.333,20.1,77.0,1013.0,False,44.4,257,0.8
1021.333,20.2,76.0,1013.0,False,44.6,87,1.6
1081.332,20.3,77.0,1013.0,False,44.6,42,1.2
1141.331,20.3,77.0,1013.0,False,44.7,291,1.0
1201.33,20.4,76.0,1012.9,False,44.7,263,1.2
1261.33,20.6,75.0,1012.9,False,44.6,276,0.6
1321.329,20.9,76.0,1013.0,False,44.5,247,1.3
1381.328,20.9,76.0,1013.0,False,44.4,245,1.8
1441.328,20.9,76.0,1012.9,False,44.2,285,1.7
1501.327,20.7,77.0,1012.9,False,44.6,255,1.5
1561.358,20.7,78.0,1012.9,False,44.3,266,1.6
1621.357,20.7,78.0,1012.9,False,44.3,270,1.3
1681.372,20.8,77.0,1013.0,False,44.4,270,2.0
1741.387,20.8,78.0,1012.9,False,44.2,260,1.6
1801.386,20.8,78.0,1012.9,False,44.1,280,1.7
1861.386,20.7,78.0,1012.9,False,44.4,294,1.6
1921.385,20.8,78.0,1013.0,False,44.4,263,1.7
1981.384,20.8,77.0,1012.7,False,44.4,194,0.8
2041.384,20.6,77.0,1012.9,False,44.5,149,1.2
2101.398,20.6,77.0,1012.9,False,44.4,0,1.3
2161.382,20.6,78.0,1012.9,False,44.6,343,0.8
2221.397,20.7,78.0,1012.9,False,44.7,162,1.3
2281.412,20.6,77.0,1012.9,False,44.9,106,1.2
2341.427,20.6,77.0,1012.7,False,44.8,340,0.8
2401.442,20.9,77.0,1012.7,False,44.7,332,1.1
2461.426,21.0,76.0,1012.9,False,44.7,283,1.5
2521.441,20.9,77.0,1012.9,False,45.1,151,1.2
2581.44,20.8,77.0,1012.7,False,45.2,24,1.1
2641.486,20.8,76.0,1012.7,False,45.2,325,1.2
2701.454,20.8,76.0,1012.7,False,45.4,352,1.1
2761.453,20.8,76.0,1012.9,False,45.4,317,0.6
2821.453,20.9,75.0,1012.7,False,45.2,235,0.6
2881.468,21.0,75.0,1012.9,False,45.2,270,1.0
2941.467,21.0,75.0,1012.9,False,45.2,344,1.0
3001.482,21.0,75.0,1012.7,False,45.2,229,1.3
3061.481,21.0,75.0,1012.9,False,45.3,281,1.3
3121.481,21.2,74.0,1012.7,False,45.3,255,1.2
3181.496,21.1,75.0,1012.7,False,45.3,287,1.1
3241.511,21.0,75.0,1012.7,False,45.0,269,1.2
3301.51,21.0,75.0,1012.7,False,45.0,254,1.0
3361.525,21.0,75.0,1012.7,False,45.0,271,1.1
3421.54,21.1,75.0,1012.7,False,45.1,245,1.2
3481.555,21.3,74.0,1012.7,False,45.2,0,0.6
3541.57,21.1,74.0,1012.7,False,45.2,227,1.0
3601.585,21.0,74.0,1012.7,False,44.3,128,1.2
3661.584,21.0,75.0,1012.7,False,44.3,273,0.8
3721.724,21.1,75.0,1012.7,False,44.3,279,0.8
3781.583,21.0,76.0,1012.7,False,44.3,36,1.2
3841.582,20.8,75.0,1012.7,False,44.8,277,0.8
3901.581,20.9,76.0,1012.7,False,44.9,268,1.2
3961.581,20.8,76.0,1012.7,False,44.9,253,1.2
4021.58,20.9,76.0,1012.7,False,44.7,153,1.0
4081.579,20.9,77.0,1012.7,False,44.3,239,1.6
4141.594,20.9,76.0,1012.7,False,44.3,263,1.5
4201.625,20.9,77.0,1012.7,False,44.3,291,1.1
4261.608,20.8,77.0,1012.7,False,44.2,279,1.3
4321.623,20.8,77.0,1012.7,False,44.5,286,1.2
4381.638,20.8,77.0,1012.7,False,44.5,229,0.8
4441.638,20.6,76.0,1012.5,False,44.4,260,0.8
4501.637,20.6,76.0,1012.5,False,44.4,102,1.5
4561.636,20.6,76.0,1012.7,False,44.2,284,1.2
4621.651,20.6,77.0,1012.5,False,44.2,239,1.1
4681.666,20.6,77.0,1012.5,False,44.4,254,1.1
4741.681,20.6,76.0,1012.5,False,44.1,263,1.1
4801.68,20.6,76.0,1012.5,False,44.1,321,1.1
4861.742,20.5,76.0,1012.5,False,44.3,288,1.0
4921.679,20.5,77.0,1012.5,False,44.3,315,1.2
4981.694,20.5,77.0,1012.5,False,44.3,0,1.2
