Time,Status,Message
0.0,1,AllClear
1083.535,2,Yellow
1088.838,1,AllClear
1322.511,2,Yellow
1337.911,1,AllClear
1480.193,2,Yellow
1482.468,1,AllClear
1655.451,2,Yellow
1670.832,1,AllClear
1723.992,2,Yellow
1730.054,1,AllClear
1758.072,2,Yellow
1769.728,1,AllClear
2091.94,2,Yellow
2112.522,1,AllClear
4048.482,2,Yellow
4067.95,1,AllClear
4160.586,2,Yellow
4168.758,1,AllClear
