Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2021-11-20 13:45:19,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%,,,,,,
2021-11-20 13:00:12,Other,AIR TEMPERATURE 1 HOUR BEFORE Q1 = 27 DEGREES,,,,,,
2021-11-20 13:00:12,Other,AIR TEMPERATURE 1 HOUR BEFORE Q1 = 27 DEGREES,,,,,,
2021-11-20 13:45:19,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%,,,,,,
2021-11-20 14:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-11-20 14:03:38,Other,CAR 47 (MSC) TIME 1:24.573 DELETED - TRACK LIMITS AT TURN 2,,,,,,
2021-11-20 14:10:35,CarEvent,CAR 22 (TSU) OFF TRACK AND CONTINUED AT TURN 1,,,,,22,
2021-11-20 14:11:06,Other,CAR 16 (LEC) TIME 1:23.120 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-11-20 14:11:16,Other,CAR 4 (NOR) TIME 1:22.975 DELETED - TRACK LIMITS AT TURN 16,,,,,,
2021-11-20 14:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-11-20 14:18:14,Other,FIRST CAR TO TAKE THE FLAG - CAR 6 (LAT),,,,,,
2021-11-20 14:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-11-20 14:40:01,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-11-20 14:40:12,Other,FIRST CAR TO TAKE THE FLAG - CAR 22 (TSU),,,,,,
2021-11-20 14:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-11-20 14:59:46,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 18,,,,,,
2021-11-20 14:59:51,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,
2021-11-20 14:59:54,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
2021-11-20 15:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-11-20 15:00:02,Flag,YELLOW IN TRACK SECTOR 20,,YELLOW,Sector,20.0,,
2021-11-20 15:00:03,Other,DRS DISABLED IN ZONE 1,,,,,,
2021-11-20 15:00:06,Other,DRS ENABLED IN ZONE 1,,,,,,
2021-11-20 15:00:06,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,
2021-11-20 15:03:22,Flag,YELLOW IN TRACK SECTOR 20,,YELLOW,Sector,20.0,,
2021-11-20 15:03:23,Other,DRS DISABLED IN ZONE 1,,,,,,
2021-11-20 15:03:31,Other,DRS ENABLED IN ZONE 1,,,,,,
2021-11-20 15:03:31,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,
