Time,Status,Message
0.0,2,Yellow
125.532,1,AllClear
1126.122,2,Yellow
1130.608,1,AllClear
1294.503,2,Yellow
1298.664,1,AllClear
1860.192,5,Red
2643.441,1,AllClear
3054.737,2,Yellow
3288.395,1,AllClear
3709.243,2,Yellow
3720.446,1,AllClear
4638.599,2,Yellow
4902.726,1,AllClear
5217.118,2,Yellow
5223.335,5,Red
5755.223,1,AllClear
