Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2020-12-12 12:45:05,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%,,,,,,
2020-12-12 13:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2020-12-12 13:06:39,Other,PIT LANE INCIDENT INVOLVING CARS 6 (LAT) AND 33 (VER) WILL BE INVESTIGATED AFTER THE SESSION,,,,,,
2020-12-12 13:07:07,Other,CAR 99 (GIO) TIME 1:37.811 DELETED - TRACK LIMITS AT TURN 20,,,,,,
2020-12-12 13:07:37,Other,CAR 44 (HAM) TIME 1:35.797 DELETED - TRACK LIMITS AT TURN 20,,,,,,
2020-12-12 13:17:36,Flag,YELLOW IN TRACK SECTOR 20,,YELLOW,Sector,20.0,,
2020-12-12 13:17:37,Flag,DOUBLE YELLOW IN TRACK SECTOR 20,,DOUBLE YELLOW,Sector,20.0,,
2020-12-12 13:17:47,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,
2020-12-12 13:17:55,CarEvent,CAR 6 (LAT) SPUN AND CONTINUED AT TURN 21,,,,,6,
2020-12-12 13:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2020-12-12 13:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2020-12-12 13:30:11,Other,CAR 23 (ALB) TIME 1:36.121 DELETED - TRACK LIMITS AT TURN 21,,,,,,
2020-12-12 13:31:05,Other,CAR 3 (RIC) TIME 1:36.741 DELETED - TRACK LIMITS AT TURN 21,,,,,,
2020-12-12 13:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2020-12-12 13:40:33,Other,CAR 99 (GIO) TIME 1:37.066 DELETED - TRACK LIMITS AT TURN 21,,,,,,
2020-12-12 13:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2020-12-12 14:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
