Time,Status,Message
0.0,2,Yellow
114.699,1,AllClear
122.728,2,Yellow
139.968,1,AllClear
145.058,2,Yellow
149.712,1,AllClear
158.702,2,Yellow
187.201,1,AllClear
400.098,2,Yellow
415.893,1,AllClear
1379.336,5,Red
1542.119,1,AllClear
3741.042,2,Yellow
3750.23,1,AllClear
