Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2022-04-22 14:51:19,Other,LOW GRIP CONDITIONS,,,,,,
2022-04-22 14:53:07,Other,WET TRACK,,,,,,
2022-04-22 14:45:02,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 40%,,,,,,
2022-04-22 14:46:28,Other,CHANGE IN CLIMATIC CONDITIONS,,,,,,
2022-04-22 14:47:16,Other,LIGHT BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,,
2022-04-22 14:51:19,Other,LOW GRIP CONDITIONS,,,,,,
2022-04-22 14:53:07,Other,WET TRACK,,,,,,
2022-04-22 14:56:24,Drs,DRS DISABLED,DISABLED,,,,,
2022-04-22 15:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-04-22 15:05:55,Flag,RED FLAG,,RED,Track,,,
2022-04-22 15:06:40,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 14,,,,,,
2022-04-22 15:12:29,Other,SESSION WILL RESUME AT 17:17,,,,,,
2022-04-22 15:12:33,Flag,TRACK CLEAR,,CLEAR,Track,,,
2022-04-22 15:12:34,Drs,DRS DISABLED,DISABLED,,,,,
2022-04-22 15:17:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-04-22 15:17:48,Other,NORMAL GRIP CONDITIONS,,,,,,
2022-04-22 15:21:03,CarEvent,CAR 47 (MSC) MISSED THE APEX OF TURN 14,,,,,47,
2022-04-22 15:21:40,Other,CAR 47 (MSC) TIME 1:32.381 DELETED - TRACK LIMITS AT TURN 14 LAP 7 17:20:34,,,,,,
2022-04-22 15:24:23,Flag,YELLOW IN TRACK SECTOR 7,,YELLOW,Sector,7.0,,
2022-04-22 15:24:24,Flag,DOUBLE YELLOW IN TRACK SECTOR 7,,DOUBLE YELLOW,Sector,7.0,,
2022-04-22 15:24:26,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,
2022-04-22 15:24:27,Flag,YELLOW IN TRACK SECTOR 7,,YELLOW,Sector,7.0,,
2022-04-22 15:24:42,Flag,CLEAR IN TRACK SECTOR 7,,CLEAR,Sector,7.0,,
2022-04-22 15:24:44,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,
2022-04-22 15:25:16,CarEvent,CAR 6 (LAT) SPUN AND CONTINUED AT TURN 5,,,,,6,
2022-04-22 15:27:28,Other,TURN 5 INCIDENT INVOLVING CAR 77 (BOT) NOTED - YELLOW FLAG,,,,,,
2022-04-22 15:28:00,Other,FIA STEWARDS: TURN 5 INCIDENT INVOLVING CAR 77 (BOT) REVIEWED NO FURTHER INVESTIGATION - YELLOW FLAG,,,,,,
2022-04-22 15:29:06,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2022-04-22 15:29:24,Other,FIRST CAR TO TAKE THE FLAG - CAR 16 (LEC),,,,,,
2022-04-22 15:29:34,Other,Q2 WILL START AT 17:37,,,,,,
2022-04-22 15:37:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-04-22 15:41:08,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,
2022-04-22 15:41:10,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,
2022-04-22 15:41:19,Flag,RED FLAG,,RED,Track,,,
2022-04-22 15:41:19,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,
2022-04-22 15:41:19,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
2022-04-22 15:44:46,Other,RACE WILL RESUME AT 17:50,,,,,,
2022-04-22 15:47:44,Flag,TRACK CLEAR,,CLEAR,Track,,,
