Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2021-11-19 09:30:11,Other,AIR TEMPERATURE 1 HOUR BEFORE P1 = 29 DEGREES,,,,,,
2021-11-19 10:15:11,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 0%,,,,,,
2021-11-19 10:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-11-19 11:28:14,Flag,YELLOW IN TRACK SECTOR 11,,YELLOW,Sector,11.0,,
2021-11-19 11:28:23,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 1,,,,,,
2021-11-19 11:28:45,CarEvent,CAR 47 (MSC) OFF TRACK AND CONTINUED AT TURN 7,,,,,47,
2021-11-19 11:28:50,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
2021-11-19 11:29:21,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 10,,,,,,
2021-11-19 11:29:25,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,
2021-11-19 11:29:30,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12,,,,,,
2021-11-19 11:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-11-19 11:30:21,Other,FIRST CAR TO TAKE THE FLAG - CAR 4 (NOR),,,,,,
2021-11-19 11:32:20,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,
2021-11-19 11:32:49,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
