Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2019-10-25 18:45:06,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 20%,,,,,,
2019-10-25 18:58:39,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,
2019-10-25 18:58:42,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,
2019-10-25 18:58:51,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,
2019-10-25 18:58:52,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,
2019-10-25 19:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-10-25 19:12:44,Flag,YELLOW IN TRACK SECTOR 3,,YELLOW,Sector,3.0,,
2019-10-25 19:12:51,Flag,DOUBLE YELLOW IN TRACK SECTOR 3,,DOUBLE YELLOW,Sector,3.0,,
2019-10-25 19:12:55,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,
2019-10-25 19:13:20,CarEvent,CAR 16 (LEC) SPUN AND CONTINUED AT TURN 1,,,,,16,
2019-10-25 19:15:16,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,,
2019-10-25 19:15:17,Flag,DOUBLE YELLOW IN TRACK SECTOR 8,,DOUBLE YELLOW,Sector,8.0,,
2019-10-25 19:15:25,Flag,RED FLAG,,RED,Track,,,
2019-10-25 19:15:25,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,
2019-10-25 19:15:53,CarEvent,CAR 23 (ALB) STOPPED AT TURN 8,,,,,23,
2019-10-25 19:25:57,Other,SESSION WILL RE-START AT 14:28,,,,,,
2019-10-25 19:27:01,Flag,TRACK CLEAR,,CLEAR,Track,,,
2019-10-25 19:27:03,Drs,DRS ENABLED,ENABLED,,,,,
2019-10-25 19:28:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-10-25 19:32:25,Flag,DOUBLE YELLOW IN TRACK SECTOR 12,,DOUBLE YELLOW,Sector,12.0,,
2019-10-25 19:32:26,Flag,YELLOW IN TRACK SECTOR 13,,YELLOW,Sector,13.0,,
2019-10-25 19:32:36,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
2019-10-25 19:32:37,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,
2019-10-25 19:32:48,CarEvent,CAR 77 (BOT) SPUN AND CONTINUED AT TURN 12,,,,,77,
2019-10-25 20:26:01,Flag,DOUBLE YELLOW IN TRACK SECTOR 1,,DOUBLE YELLOW,Sector,1.0,,
2019-10-25 20:26:03,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,
2019-10-25 20:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2019-10-25 20:30:13,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,
2019-10-25 20:30:16,Other,FIRST CAR TO TAKE THE FLAG - 44,,,,,,
2019-10-25 20:30:16,Flag,YELLOW IN TRACK SECTOR 10,,YELLOW,Sector,10.0,,
2019-10-25 20:30:21,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,
2019-10-25 20:30:23,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,
2019-10-25 20:30:35,CarEvent,CAR 16 (LEC) SPUN AND CONTINUED AT TURN 8,,,,,16,
