Time,Status,Message
0.0,1,AllClear
1102.747,2,Yellow
1113.528,1,AllClear
1764.864,2,Yellow
1789.348,5,Red
2277.858,1,AllClear
2676.963,2,Yellow
2678.838,1,AllClear
2680.01,2,Yellow
3087.943,1,AllClear
