Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2022-07-22 14:45:02,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 0%,,,,,,
2022-07-22 14:51:31,Other,BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,,
2022-07-22 15:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-07-22 15:13:13,CarEvent,CAR 47 (MSC) OFF TRACK AND CONTINUED AT TURN 11,,,,,47,
2022-07-22 15:19:26,CarEvent,CAR 63 (RUS) OFF TRACK AND CONTINUED AT TURN 11,,,,,63,
2022-07-22 15:36:46,CarEvent,CAR 20 (MAG) OFF TRACK AND CONTINUED AT TURN 2,,,,,20,
2022-07-22 15:49:31,CarEvent,CAR 55 (SAI) MISSED THE APEX OF TURN 8,,,,,55,
2022-07-22 16:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2022-07-22 16:00:49,Other,FIRST CAR TO TAKE THE FLAG - CAR 4 (NOR),,,,,,
2022-07-22 16:15:02,Other,RISK OF RAIN FOR F2 QUALIFYING SESSION IS 0%,,,,,,
