Time,Status,Message
0.0,1,AllClear
663.772,2,Yellow
670.993,1,AllClear
707.378,2,Yellow
720.902,1,AllClear
731.957,2,Yellow
735.842,1,AllClear
789.954,2,Yellow
792.996,1,AllClear
1092.949,2,Yellow
1094.383,1,AllClear
2788.398,2,Yellow
2800.68,1,AllClear
3122.037,2,Yellow
3144.726,5,Red
3428.213,1,AllClear
3996.082,2,Yellow
4004.695,1,AllClear
4236.126,2,Yellow
4262.896,5,Red
