Time,Status,Message
0.0,1,AllClear
213.085,2,Yellow
576.333,1,AllClear
2072.243,2,Yellow
2076.76,1,AllClear
2085.778,2,Yellow
2095.943,4,SCDeployed
2804.41,1,AllClear
3156.021,2,Yellow
3161.451,1,AllClear
3436.023,2,Yellow
3438.095,1,AllClear
5010.732,2,Yellow
5084.242,4,SCDeployed
5260.736,5,Red
6588.562,1,AllClear
7089.632,2,Yellow
7109.648,1,AllClear
7344.487,2,Yellow
7360.089,1,AllClear
9204.703,2,Yellow
9212.7,1,AllClear
