Time,Status,Message
0.0,1,AllClear
3394.304,2,Yellow
3414.569,5,Red
3791.234,1,AllClear
4586.798,4,SCDeployed
4614.157,1,AllClear
4615.126,6,VSCDeployed
4654.953,7,VSCEnding
4667.859,1,AllClear
