Time,Status,Message
0.0,1,AllClear
1547.026,2,Yellow
1560.583,1,AllClear
1985.915,2,Yellow
1994.448,1,AllClear
3591.977,2,Yellow
3597.015,1,AllClear
5303.742,2,Yellow
5349.778,6,VSCDeployed
5522.641,7,VSCEnding
5533.28,1,AllClear
6124.596,2,Yellow
6131.148,1,AllClear
