Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2020-09-12 12:45:02,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%,,,,,,
2020-09-12 12:45:18,Other,BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,,
2020-09-12 13:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2020-09-12 13:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2020-09-12 13:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2020-09-12 13:38:38,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,
2020-09-12 13:38:40,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,
2020-09-12 13:39:15,CarEvent,CAR 26 (KVY) OFF TRACK AND CONTINUED AT TURN 7,,,,,26,
2020-09-12 13:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2020-09-12 13:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2020-09-12 13:58:48,Flag,DOUBLE YELLOW IN TRACK SECTOR 5,,DOUBLE YELLOW,Sector,5.0,,
2020-09-12 13:59:15,Flag,YELLOW IN TRACK SECTOR 4,,YELLOW,Sector,4.0,,
2020-09-12 13:59:36,CarEvent,CAR 31 (OCO) STOPPED AT TURN 3,,,,,31,
2020-09-12 13:59:40,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,
2020-09-12 13:59:41,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,
2020-09-12 14:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
