Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2023-11-17 04:15:10,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 0 %,,,,,,
2023-11-17 04:16:11,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,
2023-11-17 04:17:51,Flag,TRACK CLEAR,,CLEAR,Track,,,
2023-11-17 04:20:17,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,,
2023-11-17 04:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2023-11-17 04:37:25,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,
2023-11-17 04:37:26,Other,DRS DISABLED IN ZONE 2,,,,,,
2023-11-17 04:37:53,Flag,DOUBLE YELLOW IN TRACK SECTOR 17,,DOUBLE YELLOW,Sector,17.0,,
2023-11-17 04:38:35,Flag,RED FLAG,,RED,Track,,,
2023-11-17 04:38:35,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,
2023-11-17 04:49:45,Other,SESSION WILL NOT BE RESUMED,,,,,,
