Time,Status,Message
0.0,1,AllClear
1595.779,2,Yellow
1596.857,1,AllClear
2370.661,2,Yellow
2388.926,1,AllClear
4597.182,2,Yellow
4608.994,6,VSCDeployed
4920.616,1,AllClear
