Time,Status,Message
0.0,1,AllClear
1260.117,2,Yellow
1268.774,5,Red
1407.059,1,AllClear
1418.637,2,Yellow
1498.805,1,AllClear
1984.546,2,Yellow
1992.576,5,Red
2136.463,1,AllClear
2144.736,2,Yellow
2181.374,1,AllClear
3791.119,2,Yellow
3871.916,1,AllClear
4012.84,2,Yellow
4021.527,1,AllClear
