Time,Status,Message
879.519,1,AllClear
879.519,2,Yellow
879.519,1,AllClear
3128.373,2,Yellow
3139.307,4,SCDeployed
3801.213,1,AllClear
7107.186,2,Yellow
7130.626,1,AllClear
7238.487,2,Yellow
