Time,Status,Message
79.369,1,AllClear
2030.287,2,Yellow
2043.516,4,SCDeployed
2795.103,1,AllClear
2812.739,2,Yellow
2817.296,4,SCDeployed
2974.491,5,Red
4451.784,1,AllClear
7540.977,2,Yellow
7554.264,4,SCDeployed
7784.391,5,Red
8881.392,1,AllClear
