Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2019-09-20 12:18:45,Other,BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,,
2019-09-20 12:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-09-20 12:36:25,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,
2019-09-20 12:36:32,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,
2019-09-20 12:36:40,CarEvent,CAR 8 (GRO) OFF TRACK AND CONTINUED AT TURN 7,,,,,8,
2019-09-20 12:40:48,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,
2019-09-20 12:41:04,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,
2019-09-20 12:41:04,CarEvent,CAR 23 (ALB) OFF TRACK AND CONTINUED AT TURN 7,,,,,23,
2019-09-20 12:49:56,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,
2019-09-20 12:50:05,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,
2019-09-20 12:50:08,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,
2019-09-20 12:50:11,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,
2019-09-20 12:50:19,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,
2019-09-20 12:51:21,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,
2019-09-20 12:51:24,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,
2019-09-20 13:25:16,Other,TURN 21 INCIDENT INVOLVING CARS 20 (MAG) AND 11 (PER) NOTED,,,,,,
2019-09-20 13:54:37,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,
2019-09-20 13:54:47,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,
2019-09-20 13:55:02,CarEvent,CAR 8 (GRO) SPUN AND CONTINUED AT TURN 3,,,,,8,
2019-09-20 14:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
