Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2020-09-11 12:49:22,Other,BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,,
2020-09-11 13:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2020-09-11 13:13:44,Flag,DOUBLE YELLOW IN TRACK SECTOR 14,,DOUBLE YELLOW,Sector,14.0,,
2020-09-11 13:13:48,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2020-09-11 13:13:56,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2020-09-11 13:14:12,CarEvent,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 12,,,,,16,
2020-09-11 13:37:09,Flag,DOUBLE YELLOW IN TRACK SECTOR 4,,DOUBLE YELLOW,Sector,4.0,,
2020-09-11 13:37:22,Flag,YELLOW IN TRACK SECTOR 4,,YELLOW,Sector,4.0,,
2020-09-11 13:37:24,Flag,YELLOW IN TRACK SECTOR 3,,YELLOW,Sector,3.0,,
2020-09-11 13:37:33,Flag,DOUBLE YELLOW IN TRACK SECTOR 5,,DOUBLE YELLOW,Sector,5.0,,
2020-09-11 13:37:46,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,
2020-09-11 13:38:07,Flag,RED FLAG,,RED,Track,,,
2020-09-11 13:38:08,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,
2020-09-11 13:38:08,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,
2020-09-11 13:45:48,Other,SESSION WILL RE-START AT 15:47,,,,,,
2020-09-11 13:46:02,Flag,TRACK CLEAR,,CLEAR,Track,,,
2020-09-11 13:46:04,Drs,DRS ENABLED,ENABLED,,,,,
2020-09-11 13:47:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2020-09-11 14:02:23,Flag,DOUBLE YELLOW IN TRACK SECTOR 14,,DOUBLE YELLOW,Sector,14.0,,
2020-09-11 14:02:24,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,
2020-09-11 14:02:31,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2020-09-11 14:02:38,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,
2020-09-11 14:02:50,CarEvent,CAR 5 (VET) OFF TRACK AND CONTINUED AT TURN 13,,,,,5,
2020-09-11 14:11:18,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,
2020-09-11 14:11:19,Other,DRS DISABLED IN ZONE 1,,,,,,
2020-09-11 14:11:30,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,
2020-09-11 14:11:30,Other,DRS ENABLED IN ZONE 1,,,,,,
2020-09-11 14:11:43,CarEvent,CAR 7 (RAI) SPUN AND CONTINUED AT TURN 1,,,,,7,
2020-09-11 14:11:54,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 2,,,,,,
2020-09-11 14:12:32,Flag,RED FLAG,,RED,Track,,,
2020-09-11 14:12:32,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,
2020-09-11 14:12:42,Other,TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 7 (RAI) NOTED,,,,,,
2020-09-11 14:15:09,Other,SESSION WILL RE-START AT 16:17,,,,,,
2020-09-11 14:16:00,Flag,TRACK CLEAR,,CLEAR,Track,,,
2020-09-11 14:16:03,Drs,DRS ENABLED,ENABLED,,,,,
2020-09-11 14:16:41,Other,TURN 1 INCIDENT INVOLVING CARS 7 (RAI) AND 11 (PER) WILL BE INVESTIGATED AFTER THE SESSION,,,,,,
2020-09-11 14:17:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2020-09-11 14:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2020-09-11 14:32:33,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,
2020-09-11 14:32:41,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2020-09-11 14:33:26,Flag,DOUBLE YELLOW IN TRACK SECTOR 15,,DOUBLE YELLOW,Sector,15.0,,
2020-09-11 14:36:37,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2020-09-11 14:36:40,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,
2020-09-11 14:45:02,Other,RISK OF RAIN FOR F2 QUALIFYING SESSION IS 0%,,,,,,
