Time,Status,Message
476.42,1,AllClear
3381.333,2,Yellow
3390.327,1,AllClear
3712.836,2,Yellow
3751.497,4,SCDeployed
4247.603,1,AllClear
4280.892,2,Yellow
4288.62,1,AllClear
5664.52,2,Yellow
5678.932,4,SCDeployed
6024.625,1,AllClear
6034.511,2,Yellow
6055.235,4,SCDeployed
6662.467,1,AllClear
7234.428,2,Yellow
7304.898,1,AllClear
7318.819,2,Yellow
7332.139,1,AllClear
