Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2022-08-27 13:46:08,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,,
2022-08-27 13:59:43,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 30%,,,,,,
2022-08-27 14:09:59,Other,START OF QUALIFYING 16:25,,,,,,
2022-08-27 14:12:28,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,
2022-08-27 14:12:40,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
2022-08-27 14:15:03,Other,Q1 WILL START AT 16:25,,,,,,
2022-08-27 14:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-08-27 14:43:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2022-08-27 14:43:45,Other,FIRST CAR TO TAKE THE FLAG - CAR 18 (STR),,,,,,
2022-08-27 14:43:51,Other,CAR 3 (RIC) TIME 1:46.033 DELETED - TRACK LIMITS AT TURN 9 LAP 6 16:42:50,,,,,,
2022-08-27 14:44:30,Other,CAR 22 (TSU) TIME 1:48.000 DELETED - TRACK LIMITS AT TURN 18 LAP 6 16:43:47,,,,,,
2022-08-27 14:44:45,Other,Q2 WILL START AT 16:50,,,,,,
2022-08-27 14:50:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-08-27 15:05:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2022-08-27 15:06:07,Other,FIRST CAR TO TAKE THE FLAG - CAR 14 (ALO),,,,,,
2022-08-27 15:09:10,Other,Q3 WILL START AT 17:13,,,,,,
2022-08-27 15:13:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-08-27 15:21:33,Other,CAR 11 (PER) TRACK LIMITS TURN 4,,,,,,
2022-08-27 15:25:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2022-08-27 15:25:35,Other,FIRST CAR TO TAKE THE FLAG - CAR 23 (ALB),,,,,,
2022-08-27 15:45:03,Other,RISK OF RAIN FOR F2 SPRINT RACE IS 20%,,,,,,
2022-08-27 15:45:03,Other,RISK OF RAIN FOR F2 SPRINT RACE IS 20%,,,,,,
