Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2022-10-21 18:45:11,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 0%,,,,,,
2022-10-21 18:48:44,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,,
2022-10-21 19:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-10-21 19:07:01,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,
2022-10-21 19:07:26,Flag,RED FLAG,,RED,Track,,,
2022-10-21 19:07:26,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,
2022-10-21 19:10:16,Other,SESSION WILL RESUME AT 14:11,,,,,,
2022-10-21 19:10:17,Flag,TRACK CLEAR,,CLEAR,Track,,,
2022-10-21 19:10:20,Drs,DRS ENABLED,ENABLED,,,,,
2022-10-21 19:11:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-10-21 19:19:26,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,
2022-10-21 19:19:28,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,
2022-10-21 20:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2022-10-21 20:00:16,Other,FIRST CAR TO TAKE THE FLAG - CAR 47 (MSC),,,,,,
