Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2022-05-20 14:45:06,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 0%,,,,,,
2022-05-20 14:58:36,Drs,DRS ENABLED,ENABLED,,,,,
2022-05-20 15:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-05-20 15:07:31,CarEvent,CAR 4 (NOR) OFF TRACK AND CONTINUED AT TURN 7,,,,,4,
2022-05-20 15:09:58,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,
2022-05-20 15:09:59,Other,DRS DISABLED IN ZONE 2,,,,,,
2022-05-20 15:10:30,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,
2022-05-20 15:13:31,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,
2022-05-20 15:13:44,Flag,TRACK CLEAR,,CLEAR,Track,,,
2022-05-20 15:13:44,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,
2022-05-20 15:13:46,Drs,DRS ENABLED,ENABLED,,,,,
2022-05-20 15:15:09,Other,TURN 13 INCIDENT INVOLVING CARS 4 (NOR) AND 47 (MSC) NOTED,,,,,,
2022-05-20 15:16:36,Other,FIA STEWARDS: TURN 13 INCIDENT INVOLVING CARS 4 (NOR) AND 47 (MSC) REVIEWED NO FURTHER INVESTIGATION,,,,,,
2022-05-20 15:17:19,Other,TURN 2 INCIDENT INVOLVING CARS 55 (SAI) AND 23 (ALB) NOTED,,,,,,
2022-05-20 15:19:39,Other,FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 55 (SAI) AND 23 (ALB) WILL BE INVESTIGATED AFTER THE SESSION,,,,,,
2022-05-20 15:25:00,Other,TURN 4 INCIDENT INVOLVING CARS 18 (STR) AND 22 (TSU) NOTED - IMPEDING,,,,,,
2022-05-20 15:31:02,Other,FIA STEWARDS: TURN 4 INCIDENT INVOLVING CARS 18 (STR) AND 22 (TSU) REVIEWED NO FURTHER INVESTIGATION - IMPEDING,,,,,,
2022-05-20 15:58:21,CarEvent,CAR 11 (PER) OFF TRACK AND CONTINUED AT TURN 8,,,,,11,
2022-05-20 16:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2022-05-20 16:00:25,Other,FIRST CAR TO TAKE THE FLAG - CAR 20 (MAG),,,,,,
2022-05-20 16:15:07,Other,RISK OF RAIN FOR F2 QUALIFYING SESSION IS 0%,,,,,,
