Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2022-10-07 05:45:04,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 100%,,,,,,
2022-10-07 05:46:13,Other,TRACK TEST COMPLETED,,,,,,
2022-10-07 06:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-10-07 06:00:07,Other,WET TRACK,,,,,,
2022-10-07 06:00:10,Drs,DRS DISABLED,DISABLED,,,,,
2022-10-07 06:00:12,Other,LOW GRIP CONDITIONS,,,,,,
2022-10-07 06:01:23,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,,
2022-10-07 06:13:06,CarEvent,CAR 6 (LAT) OFF TRACK AND CONTINUED AT TURN 16,,,,,6,
2022-10-07 06:37:44,CarEvent,CAR 22 (TSU) OFF TRACK AND CONTINUED AT TURN 9,,,,,22,
2022-10-07 06:37:54,Flag,YELLOW IN TRACK SECTOR 11,,YELLOW,Sector,11.0,,
2022-10-07 06:38:21,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
2022-10-07 06:38:40,CarEvent,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 11,,,,,16,
2022-10-07 07:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2022-10-07 07:30:29,Other,FIRST CAR TO TAKE THE FLAG - CAR 11 (PER),,,,,,
