Time,Status,Message
0.0,1,AllClear
165.999,2,Yellow
180.181,1,AllClear
354.981,2,Yellow
470.896,1,AllClear
483.673,2,Yellow
530.109,1,AllClear
665.059,2,Yellow
701.192,1,AllClear
