Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2020-10-09 12:45:03,Other,RISK OF RAIN FOR THIS SESSION IS 100%,,,,,,
2020-10-09 12:45:05,Other,THERE WILL BE A FURTHER UPDATE AT 15:30,,,,,,
2020-10-09 12:46:02,Other,A 10 MINUTE NOTIFICATION WILL BE GIVEN BEFORE PIT EXIT OPENS,,,,,,
2020-10-09 12:46:44,Other,LOW GRIP CONDITIONS,,,,,,
2020-10-09 12:47:20,Drs,DRS DISABLED,DISABLED,,,,,
2020-10-09 12:50:04,Other,WET TRACK,,,,,,
2020-10-09 13:13:33,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 10,,,,,,
2020-10-09 13:13:40,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,
2020-10-09 13:30:04,Other,NO CHANGE TO THE WEATHER SITUATION - A FURTHER UPDATE WILL BE PROVIDED AT 16:00,,,,,,
2020-10-09 14:00:01,Other,NO CHANGE TO THE WEATHER SITUATION - PIT EXIT WILL NOT OPEN FOR THIS SESSION,,,,,,
