Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2019-08-03 12:45:06,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 20%,,,,,,
2019-08-03 13:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-08-03 13:10:22,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,
2019-08-03 13:10:27,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,
2019-08-03 13:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2019-08-03 13:20:04,Other,TURN 5 INCIDENT INVOLVING CAR 99 (GIO) IMPEDING CAR 18 (STR) UNDER INVESTIGATION,,,,,,
2019-08-03 13:21:49,Other,INCIDENT INVOLVING CAR 99 (GIO) IMPEDING CAR 18 (STR) WILL BE INVESTIGATED AFTER THE SESSION,,,,,,
2019-08-03 13:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-08-03 13:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2019-08-03 13:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-08-03 14:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
