Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2019-09-27 08:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2019-09-27 08:27:04,Flag,DOUBLE YELLOW IN TRACK SECTOR 17,,DOUBLE YELLOW,Sector,17.0,,
2019-09-27 08:27:09,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,
2019-09-27 08:27:09,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,
2019-09-27 08:27:12,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,
2019-09-27 08:27:24,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,
2019-09-27 08:27:58,CarEvent,CAR 26 (KVY) STOPPED AT TURN 15,,,,,26,
2019-09-27 08:30:00,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,
2019-09-27 08:30:10,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,
2019-09-27 08:30:11,Flag,TRACK CLEAR,,CLEAR,Track,,,
2019-09-27 08:30:12,Drs,DRS ENABLED,ENABLED,,,,,
2019-09-27 08:36:31,Flag,YELLOW IN TRACK SECTOR 7,,YELLOW,Sector,7.0,,
2019-09-27 08:36:46,Flag,CLEAR IN TRACK SECTOR 7,,CLEAR,Sector,7.0,,
2019-09-27 08:36:48,CarEvent,CAR 99 (GIO) SPUN AND CONTINUED AT TURN 4,,,,,99,
2019-09-27 08:45:32,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,
2019-09-27 08:45:50,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,
2019-09-27 09:23:24,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,,
2019-09-27 09:23:37,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,
2019-09-27 09:23:50,CarEvent,CAR 88 (KUB) SPUN AND CONTINUED AT TURN 5,,,,,88,
2019-09-27 09:28:06,Flag,DOUBLE YELLOW IN TRACK SECTOR 17,,DOUBLE YELLOW,Sector,17.0,,
2019-09-27 09:28:08,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,
2019-09-27 09:28:10,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,
2019-09-27 09:28:12,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,
2019-09-27 09:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2019-09-27 09:30:18,Other,FIRST CAR TO TAKE THE FLAG - 33,,,,,,
2019-09-27 09:31:46,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,
2019-09-27 09:31:50,Flag,DOUBLE YELLOW IN TRACK SECTOR 12,,DOUBLE YELLOW,Sector,12.0,,
2019-09-27 09:31:52,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,
2019-09-27 09:32:05,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
2019-09-27 09:32:16,CarEvent,CAR 3 (RIC) OFF TRACK AND CONTINUED AT TURN 10,,,,,3,
2019-09-27 09:33:43,Flag,DOUBLE YELLOW IN TRACK SECTOR 14,,DOUBLE YELLOW,Sector,14.0,,
2019-09-27 09:33:46,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2019-09-27 09:34:34,Flag,DOUBLE YELLOW IN TRACK SECTOR 12,,DOUBLE YELLOW,Sector,12.0,,
2019-09-27 09:35:15,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,,
2019-09-27 09:35:36,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,
2019-09-27 09:35:38,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,,
2019-09-27 09:35:40,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,
2019-09-27 09:35:48,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
2019-09-27 09:35:48,Flag,DOUBLE YELLOW IN TRACK SECTOR 14,,DOUBLE YELLOW,Sector,14.0,,
2019-09-27 09:35:48,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,
2019-09-27 09:35:54,Flag,DOUBLE YELLOW IN TRACK SECTOR 17,,DOUBLE YELLOW,Sector,17.0,,
2019-09-27 09:35:59,Flag,DOUBLE YELLOW IN TRACK SECTOR 20,,DOUBLE YELLOW,Sector,20.0,,
2019-09-27 09:35:59,Flag,YELLOW IN TRACK SECTOR 7,,YELLOW,Sector,7.0,,
2019-09-27 09:36:00,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,,
2019-09-27 09:36:01,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,
2019-09-27 09:36:09,Flag,YELLOW IN TRACK SECTOR 1,,YELLOW,Sector,1.0,,
2019-09-27 09:36:12,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,
2019-09-27 09:36:18,Flag,DOUBLE YELLOW IN TRACK SECTOR 11,,DOUBLE YELLOW,Sector,11.0,,
2019-09-27 09:43:09,Other,RISK OF RAIN FOR F3 QUALIFYING SESSION IS 0%,,,,,,
