Time,Status,Message
7.448,1,AllClear
2584.093,2,Yellow
2627.128,5,Red
2943.138,1,AllClear
4070.692,2,Yellow
4072.877,1,AllClear
4342.703,2,Yellow
4347.602,1,AllClear
