Time,Status,Message
772.22,1,AllClear
772.22,2,Yellow
772.22,1,AllClear
1854.164,5,Red
2014.45,1,AllClear
2543.055,2,Yellow
2546.608,1,AllClear
4277.836,2,Yellow
4280.034,1,AllClear
4760.31,2,Yellow
4770.597,5,Red
