Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2021-11-13 15:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2021-11-13 15:03:16,Other,CAR 9 (GIA) TIME 1:16.500 DELETED - TRACK LIMITS AT TURN 4,,,,,,
2021-11-13 15:18:10,Other,CAR 16 (LEC) TIME 1:15.011 DELETED - TRACK LIMITS AT TURN 4,,,,,,
2021-11-13 15:45:29,Other,CAR 10 (BOR) TIME 1:14.415 DELETED - TRACK LIMITS AT TURN 4,,,,,,
2021-11-13 15:47:16,Other,CAR 4 (NOR) TIME 1:14.151 DELETED - TRACK LIMITS AT TURN 4,,,,,,
2021-11-13 15:47:25,Other,CAR 16 (LEC) TIME 1:13.358 DELETED - TRACK LIMITS AT TURN 4,,,,,,
2021-11-13 15:48:29,Other,CAR 7 (RAI) TIME 1:14.666 DELETED - TRACK LIMITS AT TURN 4,,,,,,
2021-11-13 16:00:01,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2021-11-13 16:00:13,Other,FIRST CAR TO TAKE THE FLAG - CAR 77 (BOT),,,,,,
