Time,Status,Message
0.0,4,SCDeployed
206.748,1,AllClear
1351.126,2,Yellow
1388.594,1,AllClear
2825.047,5,Red
3301.276,1,AllClear
3903.347,2,Yellow
3910.566,1,AllClear
4841.633,2,Yellow
