Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2022-04-08 05:45:03,Other,RISK OF RAIN FOR F2 PRACTICE SESSION IS 40% ,,,,,,
2022-04-08 05:46:04,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 40%,,,,,,
2022-04-08 06:00:01,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-04-08 06:06:11,Other,TURN 13 INCIDENT INVOLVING CARS 18 (STR) AND 55 (SAI) NOTED - IMPEDING,,,,,,
2022-04-08 06:09:00,Other,TURN 13 INCIDENT INVOLVING CARS 18 (STR) AND 44 (HAM) NOTED - IMPEDING,,,,,,
2022-04-08 06:10:37,CarEvent,CAR 1 (VER) MISSED THE APEX OF TURN 10,,,,,1,
2022-04-08 06:11:22,CarEvent,CAR 63 (RUS) OFF TRACK AND CONTINUED AT TURN 1,,,,,63,
2022-04-08 06:11:33,CarEvent,CAR 44 (HAM) OFF TRACK AND CONTINUED AT TURN 12,,,,,44,
2022-04-08 06:12:00,Other,FIA STEWARDS: TURN 13 INCIDENT INVOLVING CARS 18 (STR) (STR) AND 44 (HAM) (HAM) WILL BE INVESTIGATED AFTER THE SESSION - IMPEDING,,,,,,
2022-04-08 06:12:04,Other,FIA STEWARDS: TURN 13 INCIDENT INVOLVING CARS 18 (STR) (STR) AND 55 (SAI) (SAI) WILL BE INVESTIGATED AFTER THE SESSION - IMPEDING,,,,,,
2022-04-08 06:12:58,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 18,,,,,,
2022-04-08 06:14:52,Other,TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 22 (TSU) NOTED - IMPEDING,,,,,,
2022-04-08 06:16:46,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,
2022-04-08 06:16:47,Other,DRS DISABLED IN ZONE 2,,,,,,
2022-04-08 06:16:54,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,
2022-04-08 06:17:02,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,
2022-04-08 06:17:02,Other,DRS ENABLED IN ZONE 2,,,,,,
2022-04-08 06:17:02,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,
2022-04-08 06:17:14,CarEvent,CAR 47 (MSC) OFF TRACK AND CONTINUED AT TURN 11,,,,,47,
2022-04-08 06:17:16,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
2022-04-08 06:17:22,Other,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 11 (PER) (PER) AND 22 (TSU) (TSU) REVIEWED NO FURTHER INVESTIGATION - IMPEDING,,,,,,
2022-04-08 06:23:46,CarEvent,CAR 55 (SAI) OFF TRACK AND CONTINUED AT TURN 6,,,,,55,
2022-04-08 06:25:54,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,
2022-04-08 06:25:55,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,
2022-04-08 06:26:09,CarEvent,CAR 77 (BOT) OFF TRACK AND CONTINUED AT TURN 1,,,,,77,
2022-04-08 06:28:59,CarEvent,CAR 6 (LAT) OFF TRACK AND CONTINUED AT TURN 6,,,,,6,
2022-04-08 06:29:07,CarEvent,CAR 44 (HAM) OFF TRACK AND CONTINUED AT TURN 8,,,,,44,
2022-04-08 06:32:29,CarEvent,CAR 31 (OCO) OFF TRACK AND CONTINUED AT TURN 10,,,,,31,
2022-04-08 06:47:11,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 18,,,,,,
2022-04-08 06:47:45,Flag,RED FLAG,,RED,Track,,,
2022-04-08 06:47:46,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
2022-04-08 06:50:00,Other,SESSION WILL RESUME AT 16:51,,,,,,
2022-04-08 06:50:31,Flag,TRACK CLEAR,,CLEAR,Track,,,
2022-04-08 06:50:32,Drs,DRS ENABLED,ENABLED,,,,,
2022-04-08 06:51:01,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2022-04-08 06:58:07,CarEvent,CAR 55 (SAI) OFF TRACK AND CONTINUED AT TURN 13,,,,,55,
2022-04-08 07:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2022-04-08 07:00:29,Other,FIRST CAR TO TAKE THE FLAG - CAR 6 (LAT),,,,,,
2022-04-08 07:04:26,Other,TURN 1 INCIDENT INVOLVING CARS 55 (SAI) AND 22 (TSU) NOTED - IMPEDING,,,,,,
2022-04-08 07:04:40,Flag,DOUBLE YELLOW IN TRACK SECTOR 7,,DOUBLE YELLOW,Sector,7.0,,
2022-04-08 07:04:43,Flag,DOUBLE YELLOW IN TRACK SECTOR 6,,DOUBLE YELLOW,Sector,6.0,,
2022-04-08 07:05:08,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,
2022-04-08 07:05:23,Flag,DOUBLE YELLOW IN TRACK SECTOR 15,,DOUBLE YELLOW,Sector,15.0,,
2022-04-08 07:05:24,Other,DRS DISABLED IN ZONE 2,,,,,,
2022-04-08 07:05:30,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,
2022-04-08 07:05:31,Other,DRS DISABLED IN ZONE 1,,,,,,
2022-04-08 07:05:57,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2022-04-08 07:06:08,Flag,DOUBLE YELLOW IN TRACK SECTOR 14,,DOUBLE YELLOW,Sector,14.0,,
2022-04-08 07:06:57,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,
