Time,Status,Message
0.0,1,AllClear
1209.312,2,Yellow
1210.882,1,AllClear
1380.482,2,Yellow
1385.483,1,AllClear
1763.443,2,Yellow
1766.976,1,AllClear
2004.36,2,Yellow
2009.262,1,AllClear
3269.883,2,Yellow
3277.472,1,AllClear
3426.162,2,Yellow
3435.289,1,AllClear
4311.786,2,Yellow
4315.275,1,AllClear
