Time,Status,Message
0.0,1,AllClear
2141.03,2,Yellow
2148.422,1,AllClear
2626.438,2,Yellow
2629.682,1,AllClear
3046.003,2,Yellow
3057.039,1,AllClear
4432.657,5,Red
